School Name,School Type,County,City,Reported,Herd Immunity,Enrollment,PBE #,PBE %,Percentage Point Change 2007-14,DTP %,Polio %,MMR %,HEPB %,VAR %
EDWARD B. COLE ACADEMY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,70,0,0,No Opt-Outs,100,100,100,100,99
EL SOL SANTA ANA SCIENCE AND ARTS ACADEMY,PUBLIC,ORANGE,SANTA ANA,Y,No,115,0,0,No Opt-Outs,86,86,85,93,94
FRANKLIN ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,72,0,0,No Opt-Outs,100,100,100,100,100
FREDERICK REMINGTON ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,62,0,0,Down to None,100,98,100,100,100
FREMONT ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,99,1,1,Up from None,98,97,97,99,99
GARFIELD ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,138,0,0,No Opt-Outs,99,99,99,100,100
GEORGE WASHINGTON CARVER ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,174,0,0,No Opt-Outs,93,94,92,98,99
GREENVILLE FUNDAMENTAL ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,169,0,0,Down to None,99,99,100,100,100
HEROES ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,90,1,1,No Data,90,93,92,98,99
HOOVER ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,62,0,0,No Opt-Outs,98,98,98,100,100
JEFFERSON ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,133,3,2,1,98,98,98,98,98
JIM THORPE FUNDAMENTAL,PUBLIC,ORANGE,SANTA ANA,Y,Yes,170,0,0,No Opt-Outs,99,100,100,99,100
JOHN F. KENNEDY ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,164,0,0,No Opt-Outs,100,100,100,100,100
JOHN MUIR FUNDAMENTAL ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,171,3,2,Up from None,98,98,98,98,98
JOSE SEPULVEDA ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,82,0,0,No Opt-Outs,95,95,96,98,99
LOWELL ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,149,0,0,No Opt-Outs,96,96,96,99,99
MADISON ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,186,0,0,No Opt-Outs,95,96,95,98,98
MANUEL ESQUEDA ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,143,0,0,Down to None,97,97,97,99,100
MARTIN ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,153,0,0,Down to None,99,99,97,100,100
MARTIN LUTHER KING JR. ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,131,0,0,No Opt-Outs,92,93,92,94,97
MARTIN R. HENINGER ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,146,0,0,No Opt-Outs,90,91,89,98,98
MONROE ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,90,0,0,No Opt-Outs,90,97,92,99,99
MONTE VISTA ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,103,0,0,No Opt-Outs,97,98,98,100,100
ORANGE COUNTY EDUCATIONAL ARTS ACADEMY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,93,4,4,No Data,96,96,96,96,96
PIO PICO ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,118,0,0,No Opt-Outs,97,97,97,100,100
SANTIAGO ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,142,1,1,-1,94,94,94,99,99
TAFT ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,104,0,0,No Opt-Outs,86,85,84,96,95
THEODORE ROOSEVELT ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,144,0,0,No Opt-Outs,97,97,97,98,100
THOMAS A. EDISON ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,112,0,0,No Opt-Outs,79,80,77,96,97
WALKER ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,91,0,0,No Opt-Outs,99,99,100,100,100
WALLACE R. DAVIS ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,126,0,0,Down to None,100,98,99,100,100
WASHINGTON ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,159,0,0,No Opt-Outs,91,94,89,96,98
WILSON ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,145,0,0,No Opt-Outs,90,93,92,99,99
CERRITOS ELEMENTARY,PUBLIC,ORANGE,ANAHEIM,Y,No,78,1,1,Up from None,83,92,83,97,97
HANSEN ELEMENTARY,PUBLIC,ORANGE,ANAHEIM,Y,No,146,0,0,No Opt-Outs,90,92,90,95,96
TWILA REID ELEMENTARY,PUBLIC,ORANGE,ANAHEIM,Y,No,116,0,0,No Opt-Outs,83,84,83,93,93
HOLDER ELEMENTARY,PUBLIC,ORANGE,BUENA PARK,Y,Yes,83,0,0,No Opt-Outs,92,95,93,96,100
HICKS CANYON ELEMENTARY,PUBLIC,ORANGE,IRVINE,Y,Yes,163,7,4,Up from None,94,94,92,94,94
MYFORD ELEMENTARY,PUBLIC,ORANGE,IRVINE,Y,Yes,95,5,5,Up from None,95,95,95,95,95
ARROYO ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,69,2,3,Up from None,97,97,97,97,97
GUIN FOSS ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,86,1,1,Up from None,83,81,80,92,94
LOMA VISTA ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,62,1,2,Up from None,95,95,94,98,98
RED HILL ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,No,127,6,5,1,89,89,85,94,95
TUSTIN MEMORIAL ELEMENTARY,PUBLIC,ORANGE,SANTA ANA,Y,Yes,96,2,2,1,98,98,98,98,98
BARBARA BENSON ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,69,0,0,Down to None,100,100,100,100,100
BENJAMIN F. BESWICK ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,101,0,0,Down to None,100,100,99,100,100
C. C. LAMBERT ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,72,1,1,Up from None,97,97,97,99,99
HELEN ESTOCK ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,No,41,1,2,Up from None,93,90,90,95,95
JEANE THORMAN ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,88,0,0,No Opt-Outs,100,100,100,100,100
LADERA ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,40,3,8,Up from None,90,90,90,90,93
MARJORIE VEEH ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,No,41,4,10,8,80,78,76,88,85
PETERS CANYON ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,No,125,4,3,2,80,86,84,92,94
ROBERT HEIDEMAN ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,134,0,0,No Opt-Outs,99,100,100,99,100
TUSTIN RANCH ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,99,2,2,-5,98,98,97,97,97
W. R. NELSON ELEMENTARY,PUBLIC,ORANGE,TUSTIN,Y,Yes,140,3,2,1,98,97,98,98,98
ANDERSON ELEMENTARY,PUBLIC,ORANGE,GARDEN GROVE,Y,Yes,134,0,0,No Opt-Outs,100,100,100,100,100
MEAIRS ELEMENTARY,PUBLIC,ORANGE,GARDEN GROVE,Y,Yes,116,0,0,No Opt-Outs,100,100,100,100,100
ADA CLEGG ELEMENTARY,PUBLIC,ORANGE,HUNTINGTON BEACH,Y,Yes,101,1,1,No Data,98,97,98,96,98
SCHROEDER ELEMENTARY,PUBLIC,ORANGE,HUNTINGTON BEACH,Y,Yes,115,0,0,Down to None,97,97,97,97,100
DEMILLE ELEMENTARY,PUBLIC,ORANGE,MIDWAY CITY,Y,Yes,76,1,1,Up from None,97,99,97,99,99
JESSIE HAYDEN ELEMENTARY,PUBLIC,ORANGE,MIDWAY CITY,Y,Yes,184,1,1,Up from None,99,99,99,99,99
EASTWOOD ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,89,7,8,Up from None,90,90,90,90,91
FINLEY ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,88,1,1,Up from None,95,97,95,99,99
FRYBERGER ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,74,0,0,No Opt-Outs,97,97,97,97,97
SCHMITT ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,109,1,1,Up from None,99,99,99,99,99
SEQUOIA ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,49,4,8,Up from None,90,92,92,92,92
WEBBER ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,39,1,3,Up from None,97,97,97,97,97
WILLMORE ELEMENTARY,PUBLIC,ORANGE,WESTMINSTER,Y,Yes,70,0,0,No Opt-Outs,100,100,99,100,100
ACADEMY ON THE HILLS,PRIVATE,ORANGE,ALISO VIEJO,Y,Yes,18,1,6,No Data,94,94,94,94,94
ALISO VIEJO CHRISTIAN,PRIVATE,ORANGE,ALISO VIEJO,Y,No,32,2,6,Up from None,94,91,94,91,94
ST. MARY AND ALL ANGELS,PRIVATE,ORANGE,ALISO VIEJO,Y,Yes,66,6,9,5,91,91,91,91,91
VANDAMME ACADEMY,PRIVATE,ORANGE,ALISO VIEJO,Y,No,15,2,13,No Data,87,87,87,87,87
FAIRMONT PRIVATE SCHOOLS - HISTORIC ANAHEIM CAMPUS,PRIVATE,ORANGE,ANAHEIM,Y,No,51,2,4,No Data,88,90,88,96,96
HEPHATHA LUTHERAN SCHOOL,PRIVATE,ORANGE,ANAHEIM,Y,Yes,21,0,0,Down to None,95,95,95,100,95
INDEPENDENCE CHRISTIAN SCHOOL,PRIVATE,ORANGE,ANAHEIM,Y,No,24,3,13,Up from None,88,88,88,88,88
MINARET ACADEMY,PRIVATE,ORANGE,ANAHEIM,Y,No,26,0,0,No Data,85,85,85,96,100
MONTESSORI EDUCATION CENTER,PRIVATE,ORANGE,ANAHEIM,Y,Yes,10,0,0,No Opt-Outs,100,100,100,100,100
MONTESSORI LEARNING CENTER,PRIVATE,ORANGE,ANAHEIM,Y,Yes,11,0,0,No Opt-Outs,100,100,100,100,100
ORANGE COUNTY CHRISTIAN SCHOOL,PRIVATE,ORANGE,ANAHEIM,Y,Yes,14,0,0,No Opt-Outs,100,100,100,100,100
PRINCE OF PEACE LUTHERAN,PRIVATE,ORANGE,ANAHEIM,Y,Yes,20,0,0,No Opt-Outs,95,95,95,100,100
ROCK CHRISTIAN ACADEMY,PRIVATE,ORANGE,ANAHEIM,Y,No,10,2,20,No Data,70,70,70,70,80
ST. JUSTIN MARTYR,PRIVATE,ORANGE,ANAHEIM,Y,Yes,17,0,0,No Opt-Outs,100,100,100,100,100
THE ISLAMIC EDUCATION SCHOOL,PRIVATE,ORANGE,ANAHEIM,Y,Yes,10,0,0,No Opt-Outs,100,100,100,100,100
TRINITY LUTHERAN CHRISTIAN,PRIVATE,ORANGE,ANAHEIM,Y,No,17,1,6,Up from None,88,88,76,94,94
VINEYARD CHRISTIAN SCHOOL,PRIVATE,ORANGE,ANAHEIM,Y,No,21,2,10,-5,86,86,86,86,90
ZION LUTHERAN ELEMENTARY,PRIVATE,ORANGE,ANAHEIM,Y,Yes,20,0,0,Down to None,100,100,100,100,100
ANAHEIM HILLS MONTESSORI,PRIVATE,ORANGE,ANAHEIM HILLS,Y,Yes,18,0,0,No Opt-Outs,100,100,100,100,100
FAIRMONT PRIVATE SCHOOL ANAHEIM HILLS CA,PRIVATE,ORANGE,ANAHEIM HILLS,Y,No,60,3,5,Up from None,88,88,90,95,92
CHRIST LUTHERAN,PRIVATE,ORANGE,BREA,Y,Yes,19,0,0,No Opt-Outs,100,100,100,100,100
HEIGHTS CHRISTIAN SCHOOL BREA FRIENDS,PRIVATE,ORANGE,BREA,Y,Yes,45,2,4,Up from None,96,96,96,96,96
MONTESSORI OF BREA INC.,PRIVATE,ORANGE,BREA,Y,Yes,24,0,0,No Opt-Outs,100,100,100,100,100
ST. ANGELA MERICI ELEMENTARY,PRIVATE,ORANGE,BREA,Y,Yes,26,1,4,Up from None,96,96,96,96,96
ST. PIUS V CATHOLIC SCHOOL,PRIVATE,ORANGE,BUENA PARK,Y,No,89,1,1,Up from None,99,99,81,99,99
CAPO BEACH CHRISTIAN SCHOOL,PRIVATE,ORANGE,CAPISTRANO BEACH,Y,No,20,0,0,Down to None,70,70,70,70,70
PALISADES UNITED METHODIST PRESCHOOL KINDERGARTEN,PRIVATE,ORANGE,CAPISTRANO BEACH,Y,No,16,0,0,No Data,38,63,38,75,94
CHRIST LUTHERAN SCHOOL,PRIVATE,ORANGE,COSTA MESA,Y,Yes,29,0,0,Down to None,97,97,97,97,97
INTERNATIONAL CHRISTIAN MONTESSORI ACADEMY OF COSTA MESA,PRIVATE,ORANGE,COSTA MESA,Y,No,20,0,0,No Data,75,75,75,100,100
INTERNATIONAL CHRISTIAN MONTESSORI SCHOOL OF NEWPORT,PRIVATE,ORANGE,COSTA MESA,Y,Yes,26,0,0,No Data,96,96,92,96,96
MARINERS CHRISTIAN,PRIVATE,ORANGE,COSTA MESA,Y,No,75,6,8,6,85,85,85,83,85
RENASCENCE SCHOOL INTERNATIONAL,PRIVATE,ORANGE,COSTA MESA,Y,No,25,2,8,No Data,88,88,88,92,92
ST. JOACHIM,PRIVATE,ORANGE,COSTA MESA,Y,No,28,0,0,No Opt-Outs,39,46,29,75,68
ST. JOHN THE BAPTIST ELEMENTARY,PRIVATE,ORANGE,COSTA MESA,Y,No,62,2,3,Up from None,95,94,89,95,97
WALDORF SCHOOL OF ORANGE COUNTY,PRIVATE,ORANGE,COSTA MESA,Y,No,39,15,38,-7,59,59,59,56,62
CALVARY CHAPEL CHRISTIAN SCHOOL OF CYPRE,PRIVATE,ORANGE,CYPRESS,Y,Yes,28,0,0,No Opt-Outs,96,100,93,100,100
CYPRESS MONTESSORI ACADEMY,PRIVATE,ORANGE,CYPRESS,Y,Yes,27,0,0,No Opt-Outs,100,100,100,100,100
GRACE CHRISTIAN SCHOOL OF CYPRESS,PRIVATE,ORANGE,CYPRESS,Y,No,34,5,15,Up from None,85,85,85,85,85
ST. IRENAEUS CATHOLIC ELEMENTARY,PRIVATE,ORANGE,CYPRESS,Y,Yes,42,1,2,Up from None,98,98,98,98,98
MONARCH BAY MONTESSORI ACADEMY,PRIVATE,ORANGE,DANA POINT,Y,No,20,4,20,7,80,70,75,55,80
SOUTH SHORES CHRISTIAN PRESCHOOL AND KINDERGARTEN,PRIVATE,ORANGE,DANA POINT,Y,No,14,0,0,No Opt-Outs,86,79,86,86,57
ST. EDWARD THE CONFESSOR PARISH,PRIVATE,ORANGE,DANA POINT,Y,No,92,13,14,1,85,85,84,83,85
FOUNTAIN VALLEY MONTESSORI CENTER,PRIVATE,ORANGE,FOUNTAIN VALLEY,Y,Yes,25,1,4,Up from None,96,96,92,96,96
HUNTINGTON VALLEY PRESCHOOL AND KINDERGARTEN,PRIVATE,ORANGE,FOUNTAIN VALLEY,Y,No,14,0,0,No Opt-Outs,93,93,93,86,93
SHORELINE CHRISTIAN SCHOOL,PRIVATE,ORANGE,FOUNTAIN VALLEY,Y,Yes,26,2,8,6,92,92,92,92,92
SLATER MONTESSORI ACADEMY,PRIVATE,ORANGE,FOUNTAIN VALLEY,Y,No,13,0,0,No Opt-Outs,54,69,46,85,100
ARBORLAND MONTESSORI,PRIVATE,ORANGE,FULLERTON,Y,Yes,11,0,0,No Opt-Outs,100,100,100,100,100
ARBORLAND MONTESSORI-HUGHES CAMPUS,PRIVATE,ORANGE,FULLERTON,Y,Yes,17,0,0,No Data,100,100,100,100,100
EASTSIDE CHRISTIAN,PRIVATE,ORANGE,FULLERTON,Y,Yes,14,0,0,Down to None,100,100,100,100,100
GRACE CHRISTIAN ACADEMY,PRIVATE,ORANGE,FULLERTON,Y,No,15,2,13,No Data,87,87,87,87,87
IVY CREST MONTESSORI PRIVATE SCHOOL,PRIVATE,ORANGE,FULLERTON,Y,Yes,20,0,0,No Opt-Outs,100,100,100,100,100
ST. JULIANA FALCONIERI,PRIVATE,ORANGE,FULLERTON,Y,Yes,19,2,11,Up from None,89,89,89,89,89
STEPPING STONES ACADEMY,PRIVATE,ORANGE,FULLERTON,Y,Yes,26,0,0,No Data,100,100,100,100,100
CHRIST CATHEDRAL ACADEMY,PRIVATE,ORANGE,GARDEN GROVE,Y,Yes,41,0,0,No Opt-Outs,100,100,100,100,100
"MONTESSORI GREENHOUSE SCHOOLS, LLC",PRIVATE,ORANGE,GARDEN GROVE,Y,Yes,24,1,4,Up from None,96,96,96,96,96
PAGE PRIVATE-GARDEN GROVE,PRIVATE,ORANGE,GARDEN GROVE,Y,Yes,12,0,0,No Opt-Outs,100,100,100,100,100
ST. COLUMBAN,PRIVATE,ORANGE,GARDEN GROVE,Y,Yes,44,0,0,No Opt-Outs,100,100,100,100,100
ST. PAUL'S LUTHERAN SCHOOL,PRIVATE,ORANGE,GARDEN GROVE,Y,Yes,11,0,0,No Opt-Outs,100,100,100,100,100
CARDEN CONSERVATORY,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,Yes,11,0,0,No Data,100,100,100,100,100
GRACE LUTHERAN SCHOOL,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,21,4,19,16,67,67,67,76,81
HEBREW ACADEMY,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,33,6,18,9,73,76,76,79,79
HERITAGE MONTESSORI SCHOOL,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,Yes,33,2,6,No Data,94,94,94,94,94
HUNTINGTON CHRISTIAN,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,45,11,24,23,76,73,76,73,76
LEPORT SCHOOLS - HUNTINGTON HARBOR,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,19,0,0,No Data,100,100,32,100,100
LIBERTY CHRISTIAN SCHOOL,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,13,1,8,Up from None,62,62,62,92,92
MY FIRST MONTESSORI PRESCHOOL,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,28,0,0,No Data,46,57,43,96,96
SAINT BONAVENTURE SCHOOL,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,Yes,81,2,2,Up from None,94,98,95,98,98
ST. SIMON AND ST. JUDE ELEMENTARY,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,74,3,4,3,89,93,92,95,96
THE PEGASUS SCHOOL,PRIVATE,ORANGE,HUNTINGTON BEACH,Y,No,65,4,6,Up from None,86,88,85,91,92
GREAT FOUNDATIONS MONTESSORI,PRIVATE,ORANGE,IRVINE,Y,Yes,24,1,4,No Data,96,96,96,96,96
JENNY HART EARLY EDUCATION CENTER,PRIVATE,ORANGE,IRVINE,Y,No,18,0,0,No Opt-Outs,56,94,56,94,94
KOGUMA YOUCHIEN,PRIVATE,ORANGE,IRVINE,Y,No,16,0,0,No Data,0,0,0,0,0
"LEPORT SCHOOLS, IRVINE SPECTRUM",PRIVATE,ORANGE,IRVINE,Y,No,21,0,0,No Data,95,100,95,90,100
"NEW HORIZON SCHOOL, IRVINE",PRIVATE,ORANGE,IRVINE,Y,No,27,0,0,No Opt-Outs,63,78,59,100,100
NORTHWOOD MONTESSORI SCHOOL OF IRVINE,PRIVATE,ORANGE,IRVINE,Y,Yes,43,0,0,Down to None,93,98,91,95,98
TARBUT V'TORAH COMMUNITY DAY,PRIVATE,ORANGE,IRVINE,Y,Yes,26,1,4,Up from None,92,92,92,92,96
TURTLE ROCK PRIVATE KINDERGARTEN,PRIVATE,ORANGE,IRVINE,Y,Yes,24,0,0,No Opt-Outs,100,100,100,100,100
UNIVERSITY MONTESSORI OF IRVINE,PRIVATE,ORANGE,IRVINE,Y,Yes,37,0,0,Down to None,95,97,92,100,100
VILLAGE MONTESSORI OF IRVINE,PRIVATE,ORANGE,IRVINE,Y,No,24,0,0,No Opt-Outs,88,83,83,88,96
WESTPARK MONTESSORI SCHOOL OF IRVINE,PRIVATE,ORANGE,IRVINE,Y,No,20,1,5,Up from None,85,85,85,95,85
OUR LADY OF GUADALUPE ELEMENTARY,PRIVATE,ORANGE,LA HABRA,Y,Yes,10,0,0,No Opt-Outs,100,100,100,100,100
MONTESSORI OF LADERA RANCH,PRIVATE,ORANGE,LADERA RANCH,Y,Yes,46,0,0,Down to None,100,100,100,100,100
STONEYBROOKE CHRISTIAN SCHOOLS,PRIVATE,ORANGE,LADERA RANCH,Y,No,16,4,25,No Data,75,75,75,75,75
ANNELIESE SCHOOLS,PRIVATE,ORANGE,LAGUNA BEACH,Y,No,18,2,11,6,61,61,56,89,89
ANNELIESE'S SCHOOL,PRIVATE,ORANGE,LAGUNA BEACH,Y,No,42,5,12,11,88,83,86,86,88
"ANNELIESE'S SCHOOLS, INC.",PRIVATE,ORANGE,LAGUNA BEACH,Y,Yes,11,1,9,0,91,91,91,91,91
ST. CATHERINE OF SIENA PARISH SCHOOL,PRIVATE,ORANGE,LAGUNA BEACH,Y,No,27,3,11,Up from None,81,74,78,81,89
GRACE CLASSICAL ACADEMY,PRIVATE,ORANGE,LAGUNA NIGUEL,Y,No,15,4,27,No Data,67,67,73,67,73
LAGUNA NIGUEL MONTESSORI CENTER,PRIVATE,ORANGE,LAGUNA NIGUEL,Y,Yes,62,0,0,No Opt-Outs,95,97,94,97,98
MARINA VIEW PRESCHOOL AND KINDERGARTEN,PRIVATE,ORANGE,LAGUNA NIGUEL,Y,Yes,10,0,0,Down to None,100,100,100,100,100
MCDOWELL SCHOOL CHILDREN'S CHOICE,PRIVATE,ORANGE,LAGUNA NIGUEL,Y,Yes,12,0,0,Down to None,100,100,100,100,100
MISSION LUTHERAN SCHOOL,PRIVATE,ORANGE,LAGUNA NIGUEL,Y,No,23,9,39,31,61,61,61,57,61
ST. ANNE SCHOOL,PRIVATE,ORANGE,LAGUNA NIGUEL,Y,Yes,60,6,10,-4,90,90,90,90,90
ABIDING SAVIOR LUTHERAN SCHOOL,PRIVATE,ORANGE,LAKE FOREST,Y,No,36,0,0,Down to None,72,83,75,89,94
FULBRIGHT MONTESSORI ACADEMY,PRIVATE,ORANGE,LAKE FOREST,Y,No,14,0,0,Down to None,100,100,86,100,100
GRACE CHRISTIAN SCHOOL,PRIVATE,ORANGE,LAKE FOREST,Y,No,34,10,29,24,71,71,71,71,71
HERITAGE CHRISTIAN SCHOOL,PRIVATE,ORANGE,LAKE FOREST,Y,Yes,16,0,0,No Data,100,100,100,100,100
LAKE FOREST MONTESSORI SCHOOL,PRIVATE,ORANGE,LAKE FOREST,Y,Yes,22,0,0,No Opt-Outs,100,100,100,100,100
MONTESSORI ON THE LAKE,PRIVATE,ORANGE,LAKE FOREST,Y,Yes,28,1,4,Up from None,96,96,96,96,96
KEYSTONE ACADEMY,PRIVATE,ORANGE,LOS ALAMITOS,Y,No,10,2,20,10,80,70,80,80,80
ST. HEDWIG ELEMENTARY,PRIVATE,ORANGE,LOS ALAMITOS,Y,Yes,30,0,0,No Opt-Outs,100,100,100,100,100
CARDEN ACADEMY OF BASIC EDUCATION,PRIVATE,ORANGE,MISSION VIEJO,Y,No,20,1,5,1,70,80,75,70,90
MARGUERITE CHRISTIAN SCHOOL - DBA- -ALSO KNOW AS MISSION VEIJO CHRISTIAN SCHOOL,PRIVATE,ORANGE,MISSION VIEJO,Y,Yes,12,1,8,No Data,92,92,92,92,92
MISSION VIEJO CHRISTIAN PRESCHOOL-KINDERGARTEN,PRIVATE,ORANGE,MISSION VIEJO,Y,No,30,3,10,7,90,90,87,90,90
PILLARS ACADEMY,PRIVATE,ORANGE,MISSION VIEJO,Y,No,18,2,11,Up from None,61,72,61,83,89
SUNFLOWER MONTESSORI,PRIVATE,ORANGE,MISSION VIEJO,Y,No,18,2,11,-6,89,89,89,89,89
"CARDEN HALL, INC",PRIVATE,ORANGE,NEWPORT BEACH,Y,No,36,3,8,Up from None,75,75,64,75,67
NEWPORT CHRISTIAN SCHOOL,PRIVATE,ORANGE,NEWPORT BEACH,Y,No,15,3,20,No Data,73,80,80,67,80
NEWPORT MONTESSORI,PRIVATE,ORANGE,NEWPORT BEACH,Y,Yes,18,0,0,Down to None,100,100,100,100,100
OUR LADY QUEEN OF ANGELS,PRIVATE,ORANGE,NEWPORT BEACH,Y,Yes,53,2,4,Up from None,94,92,91,94,92
"FAIRMONT PRIVATE SCHOOLS, NORTH TUSTIN CAMPUS",PRIVATE,ORANGE,NORTH TUSTIN,Y,Yes,53,3,6,Up from None,94,94,94,94,94
COVENANT CHRISTIAN,PRIVATE,ORANGE,ORANGE,Y,No,16,3,19,Up from None,75,75,75,81,81
FAR HORIZONS MONTESSORI SCHOOL,PRIVATE,ORANGE,ORANGE,Y,Yes,22,0,0,No Data,100,100,100,100,100
HOLY FAMILY ELEMENTARY,PRIVATE,ORANGE,ORANGE,Y,Yes,44,0,0,No Opt-Outs,100,100,100,100,100
INTERNATIONAL CHRISTIAN MONTESSORI ACADE,PRIVATE,ORANGE,ORANGE,Y,Yes,12,0,0,No Data,100,100,100,92,100
LA PURISIMA CATHOLIC SCHOOL,PRIVATE,ORANGE,ORANGE,Y,Yes,19,0,0,No Opt-Outs,100,100,100,100,100
OAKRIDGE PRIVATE,PRIVATE,ORANGE,ORANGE,Y,No,28,3,11,3,82,79,89,89,89
SALEM LUTHERAN,PRIVATE,ORANGE,ORANGE,Y,Yes,21,2,10,-4,90,90,90,90,90
ST. JOHN'S LUTHERAN SCHOOL,PRIVATE,ORANGE,ORANGE,Y,No,65,10,15,Up from None,85,85,85,85,85
ST. NORBERT,PRIVATE,ORANGE,ORANGE,Y,No,27,0,0,No Opt-Outs,93,100,96,100,100
ST. PAUL'S LUTHERAN,PRIVATE,ORANGE,ORANGE,Y,No,54,1,2,Up from None,94,98,93,96,98
ST. JOSEPH ELEMENTARY,PRIVATE,ORANGE,PLACENTIA,Y,Yes,18,1,6,Up from None,94,94,94,94,94
MISSION HILLS CHRISTIAN SCHOOL,PRIVATE,ORANGE,RANCHO SANTA MARGARITA,Y,No,21,5,24,19,62,67,62,71,76
MONTESSORI AT THE PARK,PRIVATE,ORANGE,RANCHO SANTA MARGARITA,Y,No,11,2,18,No Data,82,82,82,82,82
R. S. M. MONTESSORI ELEMENTARY,PRIVATE,ORANGE,RANCHO SANTA MARGARITA,Y,Yes,21,0,0,Down to None,100,100,100,100,100
"RANCHO VIEJO, THE",PRIVATE,ORANGE,RANCHO SANTA MARGARITA,Y,No,11,1,9,Up from None,64,82,73,91,91
SERRA CATHOLIC ELEMENTARY,PRIVATE,ORANGE,RANCHO SANTA MARGARITA,Y,No,81,9,11,Up from None,89,89,89,89,89
ST. JOHN'S EPISCOPAL,PRIVATE,ORANGE,RANCHO SANTA MARGARITA,Y,Yes,31,1,3,-2,97,97,97,97,97
OUR LADY OF FATIMA PARISH SCHOOL,PRIVATE,ORANGE,SAN CLEMENTE,Y,No,38,1,3,Up from None,63,74,68,92,95
OUR SAVIOR'S LUTHERAN ELEMENTARY,PRIVATE,ORANGE,SAN CLEMENTE,Y,No,29,4,14,Up from None,83,83,79,76,83
HEART CHRISTIAN PREPARATORY ACADEMY,PRIVATE,ORANGE,SAN JUAN CAPISTRANO,Y,No,36,15,42,8,58,58,58,58,58
